,x,y,words
887,28.578043,21.766806,agreed
888,22.407934,16.495731,tell
889,49.898506,-30.586464,test
890,14.623485,8.468492,everyone
891,21.437212,2.3617396,pretty
892,-9.686485,-37.942585,authorities
893,-20.395874,16.5701,Two
894,-22.235819,51.84147,above
895,-1.4043453,40.172585,moved
896,5.564326,-49.528374,profit
897,-0.54355466,0.96387494,throughout
898,-9.03509,-0.2241038,inside
899,34.640877,16.575438,ability
900,10.279461,-7.658207,overall
901,-13.493801,33.162853,pass
902,-12.53365,-39.32332,officers
903,3.7019017,4.255918,rather
904,-49.27249,-39.078106,Australia
905,11.19074,2.6410599,actually
906,-32.694633,-24.825335,county
907,-5.5902853,-1.4859799,amount
908,19.728174,-17.030903,scheduled
909,8.880032,-7.2029395,themselves
910,-12.938511,-31.236614,organization
911,15.054626,45.702568,giving
912,7.244945,-57.337856,credit
913,-18.262827,-16.770983,father
914,-13.338242,1.6852546,drug
915,4.332485,-21.274784,investigation
916,-18.15296,-21.19337,families
917,-27.896645,-52.276577,Republican
918,-0.02652819,-44.49603,funds
919,-28.040083,-9.00752,patients
920,8.792129,49.406807,takes
921,17.27186,-34.951286,systems
922,-41.850983,-37.86237,Japan
923,2.6341,29.046455,complete
924,-0.24766843,-36.35776,sold
925,9.578466,-9.515375,practice
926,12.045928,20.105139,calls
927,-26.459354,0.81108564,•
928,-47.373196,-33.11752,UK
929,-41.413666,-53.10367,force
930,-23.205097,-25.517115,student
931,17.908987,12.961418,idea
932,-4.0539074,59.927505,reached
933,16.657415,0.43634778,reason
934,-1.1201738,-18.696688,levels
935,-40.360355,46.824677,space
936,-9.196983,-5.084312,competition
937,-40.34499,-52.503357,forces
938,13.616411,-50.21488,sector
939,-9.59502,12.610415,Last
940,38.5683,17.131575,tried
941,6.0102754,-2.6010904,common
942,-20.861887,-6.7997594,homes
943,28.359943,-21.126545,stage
944,-18.4656,-40.161976,department
945,11.946667,26.82996,named
946,5.721735,-49.833485,earnings
947,18.294079,44.50979,offers
948,-49.086178,-12.339329,star
949,8.471654,-2.4007514,certain
950,-3.4210958,-5.1836348,double
951,5.6626625,2.977213,longer
952,-9.065485,17.014917,followed
953,-15.41231,38.22118,cause
954,-24.924494,-34.768723,Association
955,6.2246165,29.505758,signed
956,-25.3722,-40.89732,committee
957,-44.703808,12.693595,hour
958,-24.727057,-26.605085,college
959,-39.184933,-41.90589,Pakistan
960,24.116278,-44.787334,users
961,-42.967403,-43.61516,Iran
962,7.3217125,29.937197,sign
963,-12.973617,-5.7723203,living
964,40.884502,19.492208,failed
965,-4.0466323,59.92436,reach
966,27.510237,1.6901183,quickly
967,12.903649,44.06384,receive
968,6.550699,-56.02021,debt
969,1.2270864,-36.73141,sale
970,-22.995934,-39.961254,Board
971,-11.871417,-25.364637,Americans
972,-35.42494,-10.025389,Road
973,-57.897617,-12.409269,Brown
974,-25.029348,-14.274465,insurance
975,-39.47944,13.174165,##:##
976,14.506426,9.663353,anyone
977,-35.785435,32.448147,tournament
978,-14.864253,14.151758,More
979,-18.723316,-67.19516,gas
980,-1.2005688,-21.60579,talks
981,40.719986,-12.391006,serious
982,34.16848,21.45373,required
983,0.28948557,-37.597054,sell
984,5.176721,-31.93912,construction
985,-2.6792786,-13.203497,evidence
986,20.599503,55.974373,remains
987,-63.781963,0.74781495,black
988,-22.236313,51.842297,below
989,46.34655,2.2813523,improve
990,17.804632,-58.87854,crisis
991,19.681898,-12.407964,address
992,49.275734,7.3087735,questions
993,56.50837,16.96353,easy
994,-4.239714,19.877995,begin
995,14.996442,12.8696785,view
996,-25.74457,-24.460835,School
997,19.57025,20.161991,heard
998,-12.928537,-45.258404,executive
999,8.661164,40.935566,raised
1000,-66.61098,-12.875751,Paul
1001,-7.310145,-29.982412,store
1002,8.341919,46.314663,gets
1003,-1.1149073,29.532232,filed
1004,46.98844,-14.585127,huge
1005,-0.9526179,39.66854,moving
1006,18.926065,27.577412,seems
1007,14.555479,29.165712,met
1008,-50.316353,8.539644,####s
1009,-23.149149,4.0122685,thousands
1010,-14.737875,-46.717846,CEO
1011,22.334259,-38.31316,solutions
1012,-31.693018,26.74277,score
1013,14.255175,-23.823927,content
1014,-25.783007,-9.668986,treatment
1015,18.339025,42.807037,offered
1016,6.6901355,35.026928,built
1017,-17.58391,30.413498,hits
1018,16.659166,36.473328,present
1019,-53.75991,-26.410742,Chicago
1020,-35.729088,44.228413,attacks
1021,8.607682,3.2654836,although
1022,-19.16015,-29.25826,social
1023,-44.165325,0.53379583,afternoon
1024,-17.085245,-8.669317,vehicle
1025,4.518993,16.514135,read
1026,12.284372,-4.4281416,example
1027,-7.2137504,35.0406,rise
1028,-24.682222,-0.91945446,....
1029,-44.660458,14.327605,minute
1030,2.3068626,-59.664062,banks
1031,-24.707203,-38.060226,council
1032,-39.411556,-51.97447,troops
1033,-0.032079846,-28.645454,rates
1034,58.302597,14.063661,tough
1035,-40.638107,-39.374405,Chinese
1036,38.031742,42.568424,Even
1037,4.1112742,-15.1161,works
1038,-23.374983,22.354118,fifth
1039,19.65002,14.934578,knew
1040,18.40406,16.440186,felt
1041,-35.181458,-9.474291,Street
1042,14.604283,-27.412174,website
1043,-0.09763261,-44.681767,fund
1044,-0.35712767,28.271687,issued
1045,25.591131,0.11476466,immediately
1046,-10.648058,49.685646,opened
1047,7.2682233,47.69317,goes
1048,15.844544,-18.740982,proposed
1049,47.480366,18.463804,happy
1050,22.923723,8.327123,guys
1051,16.705524,-9.811644,response
1052,20.39239,-4.3136835,numbers
1053,25.57641,-3.0227523,benefits
1054,23.22551,12.437017,happened
1055,-30.798283,11.017636,###.#
1056,34.804256,-38.829117,light
1057,45.102043,-2.291616,positive
1058,-14.064477,-45.512753,chairman
1059,1.3339664,19.42938,claims
1060,-10.4320755,-24.85686,People
1061,11.003436,-24.573118,details
1062,-57.451237,-13.54373,Williams
1063,-40.5862,-20.357872,East
1064,-0.6108474,21.40746,accused
1065,15.274853,-34.01997,equipment
1066,-9.143153,37.29017,dropped
1067,-2.5347703,-43.24763,dollars
1068,-17.829683,11.593486,various
1069,16.907944,-11.842334,worth
1070,-4.995105,-17.507418,judge
1071,14.371274,18.550156,considered
1072,13.684514,-43.456158,commercial
1073,-3.5952744,-11.187451,activities
1074,0.8858431,-44.603207,funding
1075,-3.2981915,-43.101315,dollar
1076,31.446619,-47.49358,plant
1077,20.327042,-31.41813,mobile
1078,21.06606,-24.234072,television
1079,35.178368,-17.43544,rules
1080,2.915634,5.790159,rights
1081,5.2193775,-21.912746,review
1082,20.72321,1.947391,quite
1083,7.1329417,-14.509193,regular
1084,-65.083015,-22.6215,Dr.
1085,23.603228,48.47558,served
1086,16.374638,54.71312,kept
1087,16.865025,-43.102116,marketing
1088,10.241494,36.82377,created
1089,37.404106,-24.36498,heart
1090,5.1372094,18.36039,wrote
1091,-18.56494,-12.504826,prison
1092,3.533238,4.133351,instead
1093,50.492393,10.769882,concerns
1094,17.988827,43.36792,offering
1095,-6.722862,42.37051,returned
1096,25.588923,-3.017817,benefit
1097,12.105245,34.036983,designed
1098,14.79355,-19.440435,approved
1099,-35.6486,19.493732,foot
1100,20.515678,35.104797,search
1101,-36.121506,-13.532675,miles
1102,18.683172,-17.613577,planned
1103,-27.04555,-13.3775835,Health
1104,-21.543049,-46.074455,Government
1105,-14.245728,-9.425302,driving
1106,-38.59346,-40.816944,Indian
1107,13.209881,-10.621313,entire
1108,-14.373446,6.1090527,First
1109,16.183666,43.043644,providing
1110,28.174074,-18.634298,host
1111,25.600714,20.764896,ask
1112,3.0790396,-30.186306,design
1113,-3.9087164,-20.461756,hearing
1114,50.89286,-22.794964,save
1115,21.601624,27.13447,looked
1116,-39.659145,-21.13024,Central
1117,-20.179125,-0.5000595,travel
1118,-37.865013,-26.011806,_
1119,48.45889,-4.7972274,successful
1120,-4.806552,18.080933,beginning
1121,19.38716,-9.930979,movie
1122,5.5702424,20.36547,adding
1123,30.221382,22.20884,forced
1124,-24.309359,58.66921,toward
1125,43.136642,24.496367,ensure
1126,-13.469724,33.201157,passed
1127,-17.494577,-32.624294,unit
1128,23.24986,12.615617,happen
1129,12.912618,11.8731985,mean
1130,-47.179478,-6.9238405,Associated_Press
1131,42.249332,50.51324,Many
1132,-26.865509,44.355152,shooting
1133,-0.2959888,43.22785,gone
1134,-31.154137,33.195778,winner
1135,43.28439,16.013912,hopes
1136,23.239258,15.341607,understand
1137,18.641985,-18.324959,planning
1138,-21.075071,-0.30422768,trip
1139,8.36205,40.836094,raise
1140,-0.33570692,-32.547466,owner
1141,38.649834,-5.7775846,popular
1142,2.614596,29.097673,completed
1143,14.66477,0.8218535,ways
1144,27.222967,-4.646728,attention
1145,-35.64955,19.49736,feet
1146,9.573307,-51.510075,assets
1147,-53.59265,20.070114,traffic
1148,-67.4103,-16.32847,Mike
1149,40.378006,45.061943,Since
1150,15.1622305,-8.657017,environment
1151,42.371353,48.612774,Both
1152,8.275612,18.714083,interview
1153,19.509436,-48.004898,consumers
1154,-27.193592,-51.13094,Democrats
1155,-57.98629,-13.212604,Jones
1156,34.706337,34.705296,Not
1157,16.131443,64.17758,hands
1158,11.522577,18.405577,contact
1159,-17.958838,-9.051017,cars
1160,38.659573,44.19563,Although
1161,-23.590607,39.09198,dead
1162,10.870439,30.356443,features
1163,54.883858,9.100747,challenge
1164,-38.636635,-36.296124,Canadian
1165,19.423172,-0.48981807,particularly
1166,-27.729156,51.226532,basis
1167,0.76643044,-14.245804,violence
1168,1.4482659,36.381966,stand
1169,19.363392,-48.057793,consumer
1170,20.943336,4.7341065,sense
1171,-24.384926,-18.509817,attorney
1172,-14.895255,-10.231224,driver
1173,-11.050499,27.185783,highest
1174,-29.059576,4.1398077,£
1175,-12.546381,23.193676,posted
1176,-25.42345,28.014603,finish
1177,5.065219,0.20876938,limited
1178,9.270709,-13.096331,source
1179,-54.882984,-15.527188,Hall
1180,23.86775,48.165554,serve
1181,-54.57164,1.6561183,Sept.
1182,-4.311424,-2.920767,spot
1183,41.608482,42.395817,Then
1184,-12.319866,19.50093,advantage
1185,-31.435946,26.543589,scoring
1186,19.817371,-7.359025,words
1187,21.016815,-35.064598,applications
1188,-43.73277,-41.103474,Russia
1189,-6.1487727,30.92563,reduce
1190,38.42131,35.631413,How
1191,-63.708233,0.59838516,white
1192,20.06909,28.90811,appeared
1193,2.2914968,-23.124496,itself
1194,-18.719395,-66.16509,fuel
1195,30.554432,39.471645,During
1196,-39.260975,-48.163734,Afghanistan
1197,10.491083,1.8982439,simply
1198,-18.959463,2.299344,fiscal
1199,-59.805527,-11.963504,Jackson
1200,-37.23302,27.486044,plays
1201,30.929565,-20.656721,account
1202,-8.713991,16.226952,follow
1203,26.610258,-12.989231,statements
1204,-12.481069,-32.04302,organizations
1205,-1.1304632,50.581383,pick
1206,30.388653,32.67885,continues
1207,-42.728,3.188326,session
1208,-43.107494,-44.17953,nuclear
1209,-45.669895,-36.69267,French
1210,-44.672993,15.29888,seconds
1211,-17.835478,-17.750788,daughter
1212,27.154507,-34.6863,co
1213,-48.665833,30.920776,sports
1214,41.90673,50.492916,Most
1215,-15.592467,38.302002,caused
1216,-20.41792,41.067284,injury
1217,31.14692,-36.80021,United
1218,-25.598848,-28.334879,College
1219,59.7077,-9.045295,effect
1220,-0.8757755,-37.736084,selling
1221,29.356567,-32.107914,middle
1222,-9.59889,31.41983,cuts
1223,-8.99491,35.779686,drop
1224,13.183309,-33.111946,facility
1225,10.017914,-0.33603916,true
1226,2.8270276,0.8077203,target
1227,15.150358,17.95993,consider
1228,27.242653,28.412277,watch
1229,6.5851054,22.314491,noted
1230,43.158443,51.480232,Other
1231,10.212246,-35.161247,resources
1232,43.744724,8.419069,opportunities
1233,17.011381,-16.044136,strategy
1234,32.52863,5.5179815,learn
1235,-2.979899,13.273491,re
1236,-37.92487,-31.066643,Mexico
1237,6.711039,14.837084,message
1238,-21.479614,39.622143,injured
1239,-42.745224,-11.1184025,parties
1240,32.738056,28.917936,seeking
1241,-12.302542,42.43267,missed
1242,4.671378,6.885202,wrong
1243,25.517023,-14.535653,letter
1244,30.999334,43.143097,From
1245,21.753635,26.328022,looks
1246,6.6551776,-5.2433987,individual
1247,16.82273,-15.080567,approach
1248,56.995827,-6.795828,damage
1249,15.956467,10.478581,else
1250,55.35511,20.871517,speed
1251,-45.621426,-36.61249,France
1252,23.263117,4.214859,mind
1253,-52.47247,-25.073093,Los_Angeles
1254,42.222034,12.549448,bid
1255,6.405621,7.282302,subject
1256,-2.8017488,44.249466,ran
1257,3.2456937,50.158474,send
1258,-66.64144,-15.340713,Mark
1259,0.699649,-6.0158644,existing
1260,22.296364,6.3339233,fun
1261,-30.566738,22.380745,innings
1262,24.914894,-22.662155,press
1263,-16.532654,-55.43792,voters
1264,-34.066673,33.097454,championship
1265,-10.081579,42.7434,leaving
1266,-27.88795,34.439777,earned
1267,47.327408,-7.56291,effective
1268,43.081085,0.5893844,poor
1269,-20.314491,-19.812788,friend
1270,21.71426,-46.08766,customer
1271,22.422503,-38.318283,solution
1272,12.5040655,-45.562695,corporate
1273,4.8730206,-7.1498327,independent
1274,-6.2625403,-36.339718,leadership
1275,14.869567,-4.94089,human
1276,-27.906124,-52.332523,Democratic
1277,-27.23124,45.241444,shots
1278,8.313166,20.966333,believes
1279,18.812613,-37.49221,computer
1280,9.798207,-18.428137,s
1281,28.338737,-15.896856,items
1282,42.44874,-6.78252,confidence
1283,4.938809,39.673973,add
1284,-25.83013,-13.309215,health_care
1285,-1.4431392,-9.570582,award
1286,-2.5649192,-7.6185737,parts
1287,-21.743824,-14.152731,cover
1288,-13.088024,42.6078,missing
1289,56.464016,19.546452,fast
1290,-39.370907,-47.042957,Iraqi
1291,-6.024425,-12.289885,incident
1292,-19.20379,-17.577713,husband
1293,11.22071,14.443678,responsible
1294,27.58147,-13.19751,looking_statements
1295,-18.423307,46.24329,losses
1296,-25.56359,8.255651,estimated
1297,-25.526653,10.288645,approximately
1298,22.893639,8.321494,guy
1299,1.2148777,-37.82508,purchase
1300,-48.961876,-39.215675,Australian
1301,37.694733,20.3826,helping
1302,3.7541792,-12.029407,finally
1303,-16.067892,3.4257126,spend
1304,10.248476,-14.9121685,scene
1305,-8.03053,-26.812777,opposition
1306,7.731626,35.90571,develop
1307,-56.26153,-26.546322,Ohio
1308,19.689201,9.103721,certainly
1309,29.433554,-1.7928145,extra
1310,-32.37267,-37.740913,UN
1311,16.797453,20.761997,talking
1312,-40.101974,4.2027526,spring
1313,28.846851,-29.067858,emergency
1314,-31.595713,-17.566734,station
1315,24.323282,-8.989993,check
1316,-66.49951,-16.37035,Chris
1317,-39.08028,-51.944706,soldiers
1318,-18.00397,-9.051137,vehicles
1319,4.5080037,32.39171,launch
1320,14.102405,-45.978077,Business
1321,51.53385,-11.146341,critical
1322,2.6104786,-8.088186,professional
1323,11.791161,22.826706,described
1324,-17.042116,51.100292,choice
1325,-6.3433104,0.12552212,moment
1326,44.544136,-17.658113,size
1327,36.22192,2.4279208,changed
1328,2.8366873,56.281418,holding
1329,-19.447886,-3.6974525,door
1330,29.364405,24.731894,declined
1331,-29.825083,-3.005141,R
1332,4.5263176,32.396553,launched
1333,16.952213,-7.3621597,condition
1334,-16.218466,44.386604,lose
1335,0.37758377,32.90181,joined
1336,16.685907,46.14803,gives
1337,8.535009,34.96765,developed
1338,37.934757,45.68701,Also
1339,41.627895,28.791521,protect
1340,-13.477143,-20.191462,girls
1341,-30.307106,-24.719357,District
1342,4.9248333,-41.440487,operation
1343,34.058014,20.378218,necessary
1344,2.4513853,-52.02604,taxes
1345,12.390926,-29.141645,sites
1346,-42.536674,6.039954,Day
1347,23.446974,-1.5393054,beyond
1348,-40.865368,-31.03939,African
1349,6.5764604,-15.244701,daily
1350,-34.767426,23.229876,yard
1351,11.930892,20.982773,calling
1352,43.685852,49.089443,Those
1353,10.271247,11.578791,options
1354,13.252972,-53.755802,stocks
1355,23.09251,-18.765747,newspaper
1356,36.56033,-31.778212,peace
1357,16.213293,-18.417273,proposal
1358,-52.81216,0.804785,Jan.
1359,2.4710596,9.733666,previously
1360,27.3384,-39.941727,Microsoft
1361,-0.60851234,-34.208485,owned
1362,-30.936775,-31.54,regional
1363,-62.98651,-14.1658945,Thomas
1364,19.584257,20.159176,hear
1365,-21.314926,-8.528532,housing
1366,-0.30667886,-32.40991,owners
1367,-48.669525,18.756464,exchange
1368,7.547881,-8.427797,majority
1369,-5.8516436,19.592175,starts
1370,-14.653304,-13.628048,victims
1371,23.232536,-18.926311,Times
1372,11.495311,-6.474343,model
1373,-17.856113,33.2811,struck
1374,-21.38504,0.5069551,tour
1375,-47.554493,30.81095,basketball
1376,-56.59059,32.364223,###-###-####
1377,0.8706561,25.611448,published
1378,-6.8404527,2.3899,twice
1379,-14.301298,-53.358055,candidates
1380,-25.497383,-39.60083,Commission
1381,-14.059254,-26.932861,population
1382,-44.097202,1.4506619,evening
1383,11.107286,-3.0109973,lack
1384,-35.659782,-14.568168,north
1385,-3.595343,25.362843,fighting
1386,25.927479,-22.926315,reporters
1387,48.069572,14.692114,concerned
1388,-35.668102,-14.669178,south
1389,12.850072,1.980734,fine
1390,-38.40015,2.5924764,weather
1391,21.965229,-4.22298,figures
1392,42.03323,-32.17827,floor
1393,-4.5281415,-50.165474,relationship
1394,-3.5994918,-11.154194,activity
1395,-17.602102,16.730398,remaining
1396,9.790976,23.57387,believed
1397,-64.7728,-15.846204,Scott
1398,7.3874397,25.875021,confirmed
1399,-0.6928425,6.0909357,anti
1400,4.2422643,45.95985,placed
1401,-1.0037807,52.52639,caught
1402,0.30508414,-14.157677,crime
1403,-6.3897595,-24.144331,crowd
1404,19.153723,29.707472,appear
1405,4.2131104,-8.425144,version
1406,-38.389957,-20.998505,Western
1407,-51.507717,-26.793957,Boston
1408,-14.720435,-17.194344,girl
1409,0.45841932,32.978928,join
1410,17.193115,22.243273,discuss
1411,-18.753922,-23.90327,church
1412,3.4490123,-7.2173314,original
1413,-55.853817,-26.30882,Michigan
1414,34.463116,-8.260824,aid
1415,-1.4653937,-6.3870854,expectations
1416,-29.553059,-47.64145,White_House
1417,-69.01317,-16.88456,Bill
1418,20.881443,-45.6796,clients
1419,-32.778225,-14.44198,located
1420,-44.166904,-35.709484,Germany
1421,-44.051834,-27.39744,Israeli
1422,-32.27199,48.99027,gold
1423,-24.758883,39.028214,killing
1424,8.209717,-0.8283534,specific
1425,-65.6218,-14.299338,Robert
1426,10.723232,-1.664182,act
1427,-26.269293,-24.241652,High_School
1428,-4.7157865,-48.995697,partner
1429,-16.28919,44.202225,losing
1430,1.3646343,19.573793,claim
1431,-5.873464,-6.0357885,records
1432,-18.15828,-38.727467,Office
1433,-39.028667,39.256897,offense
1434,-53.14869,0.25748038,Dec.
1435,38.26761,39.451195,Just
1436,6.5472174,-11.686594,alone
1437,8.626857,-43.91968,Corp.
1438,13.190972,-33.14006,facilities
1439,46.438644,40.247032,Another
1440,-19.43903,-33.28703,division
1441,-53.80583,1.2048142,Oct.
1442,-53.81202,0.5643257,Nov.
1443,16.047375,-47.07516,retail
1444,38.012516,-2.5639687,worst
1445,-23.850185,-54.07009,legislation
1446,13.840263,-26.469847,page
1447,-60.13945,-14.967697,Lee
1448,13.425961,-15.908314,measures
1449,19.281174,-42.363174,brand
1450,32.702187,11.641252,expects
1451,3.6370919,-13.814192,art
1452,10.439186,-37.748127,Services
1453,34.055904,-14.1647005,standards
1454,21.200397,-35.049126,application
1455,-35.453457,-17.069847,central
1456,-23.644999,22.628223,sixth
1457,46.298576,25.97946,safe
1458,5.6197786,-8.862227,style
1459,-18.10734,-53.55847,elections
1460,-26.413414,0.57950234,*
1461,52.54795,-14.545447,primary
1462,-5.29321,29.007677,greater
1463,5.55915,-12.94189,progress
1464,36.951813,16.928667,managed
1465,23.162207,-52.86485,supply
1466,32.935513,-1.8157121,gain
1467,-6.442351,12.470916,prior
1468,-24.696972,-40.92908,Committee
1469,-28.858356,32.062702,wins
1470,25.901184,-17.426062,recovery
1471,20.611835,-29.465416,e_mail
1472,-7.607347,14.254779,upon
1473,-2.5536008,10.550226,plus
1474,19.00255,4.204681,type
1475,22.498884,-17.852991,paper
1476,39.734657,14.881747,attempt
1477,-9.70234,25.479101,High
1478,34.711727,-4.7019415,focused
1479,1.6218455,21.005152,claimed
1480,6.9696655,-25.754745,survey
1481,-20.459915,41.00255,injuries
1482,-35.4237,-7.8761373,street
1483,-7.302631,-29.99194,stores
1484,-9.579106,-2.6018186,block
1485,-4.839823,-59.27278,analysts
1486,38.76169,-35.204643,Big
1487,36.445618,24.16692,allows
1488,-23.094078,4.1108556,hundreds
1489,39.353687,29.099417,avoid
1490,25.162537,-25.99133,Conference
1491,-25.19128,-46.911472,governor
1492,22.239824,-4.052997,figure
1493,33.866913,-24.981358,band
1494,10.274845,11.577871,option
1495,-11.780683,15.192037,lines
1496,9.2666445,-13.108646,sources
1497,-33.98916,-38.652016,domestic
1498,-48.64679,28.287235,NFL
1499,24.095238,16.743328,knows
1500,18.491825,28.719063,seem
1501,28.344456,-24.957745,Open
1502,-27.221708,-51.128613,Republicans
1503,-47.44887,-33.357964,Britain
1504,10.865684,30.349989,feature
1505,-4.581752,45.90704,walk
1506,-5.4937754,49.846066,broke
1507,39.525913,4.5325418,factors
1508,-4.0355287,25.681755,battle
1509,8.466365,35.469574,developing
1510,54.297474,10.089441,threat
1511,-34.899467,-35.07391,worldwide
1512,-52.962814,1.3224579,Feb.
1513,4.77403,17.717155,written
1514,-40.15398,-2.1957974,Christmas
1515,30.51598,-7.4367976,committed
1516,-62.71028,-1.362175,green
1517,-12.882992,-33.232243,agencies
1518,46.345016,2.039366,improved
1519,4.3851256,-4.940162,traditional
1520,-33.20054,11.752073,###.##
1521,40.241096,-9.444871,fair
1522,-37.264355,-16.087757,border
1523,-14.834229,13.777286,About
1524,-47.007984,-6.2682366,Reuters
1525,50.430458,10.851483,concern
1526,-5.684847,-4.364545,mark
1527,35.165146,24.910616,allowing
1528,12.296299,-21.698427,capacity
1529,3.8597941,44.73238,putting
1530,19.033602,27.535137,appears
1531,7.5259485,-19.767284,stories
1532,-3.435441,34.685284,grow
1533,2.0346868,-5.4288225,unique
1534,38.694733,-4.4465117,favorite
1535,40.515354,0.717395,nice
1536,36.624958,39.5254,Today
1537,-11.990095,-44.76199,vice_president
1538,13.198238,-16.403883,measure
1539,51.38053,4.698327,debate
1540,-31.387135,39.959564,direct
1541,-6.812048,22.963114,stopped
1542,-33.948483,4.1450167,index
1543,-13.338003,1.6816809,drugs
1544,-22.705774,30.353354,tied
1545,-6.633385,34.920937,rising
1546,40.71087,5.4020247,risks
1547,-47.257797,25.923706,League
1548,35.421986,44.377842,Despite
1549,-10.126535,6.1519413,mid
1550,-5.5685487,42.656734,arrived
1551,-16.42974,-26.853466,communities
1552,37.207024,44.696396,Meanwhile
1553,-5.699333,32.875965,increasing
1554,16.78376,36.800728,presented
1555,48.412205,34.052773,Her
1556,-14.845568,-17.190676,boy
1557,-5.4732847,-18.08652,Court
1558,34.044384,-14.12669,standard
1559,39.510727,29.07397,prevent
1560,2.7224224,-19.23527,mission
1561,57.131622,-1.4089277,deep
1562,-13.537861,-42.28409,Chief
1563,19.815493,-7.3333025,word
1564,10.913625,25.088865,identified
1565,-1.4035769,45.79467,pulled
1566,-30.551355,22.353043,inning
1567,-15.440161,57.121147,difference
1568,-20.571335,14.210551,pair
1569,-15.911961,39.97514,suffered
1570,39.32953,-0.58084077,perfect
1571,39.025894,-20.907675,advanced
1572,36.038116,11.412675,prepared
1573,13.115322,-0.6736374,fully
1574,33.982033,-28.886711,blood
1575,7.4968452,30.002949,signs
1576,23.853325,31.73705,showing
1577,-7.7449794,-66.867744,English
1578,-49.19126,6.8948054,####-##
1579,13.421157,15.843167,interested
1580,3.0934224,-6.2159095,material
1581,8.452235,-21.199844,article
1582,-4.699302,-58.439335,experts
1583,-18.614689,25.752285,bottom
1584,47.975376,7.0553613,answer
1585,-29.847826,-2.991015,D
1586,-65.310104,-12.556156,George
1587,17.476475,-2.8477488,usually
1588,39.17355,9.4078245,wait
1589,15.240217,22.259083,spoke
1590,-57.594196,-14.276889,Davis
1591,33.76674,-18.43269,laws
1592,25.10265,19.646814,request
1593,-17.397503,-32.578865,units
1594,5.8238726,-57.96083,loan
1595,-31.648531,40.223915,directly
1596,-7.3198276,-54.214314,union
1597,8.227721,-1.0531362,particular
1598,-47.839622,31.302593,baseball
1599,5.750178,-57.945553,loans
1600,-5.4326015,13.047576,pre
1601,-13.830177,-4.125696,born
1602,-16.923649,37.105206,affected
1603,39.17595,9.412825,waiting
1604,56.235847,16.70718,simple
1605,-61.566845,-13.985324,Martin
1606,-1.1170312,50.655365,picked
1607,-53.494595,-23.803333,Arizona
1608,61.04304,30.080507,faces
1609,-43.781456,-41.024883,Russian
1610,22.289362,-7.913499,names
1611,-43.48973,-33.30421,EU
1612,-15.997891,-0.54334486,generation
1613,11.089944,14.380486,responsibility
1614,-3.2570224,11.229824,combined
1615,-6.165076,-23.873865,audience
1616,-18.812906,36.49463,hurt
1617,20.197067,28.314516,seemed
1618,-63.162514,-0.49164784,red
1619,4.866544,-47.883743,revenues
1620,-14.279997,-53.345257,candidate
1621,5.486581,63.864166,Under
1622,-21.389513,26.2335,ranked
1623,-29.84498,-21.364697,cities
1624,-3.1346312,-2.1574435,places
1625,21.297878,-14.993604,ruling
1626,-56.503082,-10.598037,Green
1627,15.69091,22.016611,speak
1628,-7.8725758,-55.227177,strike
1629,-5.680086,-6.722559,documents
1630,-43.137074,7.420305,Year
1631,17.794935,-2.4461432,sometimes
1632,-59.081154,-11.003587,King
1633,-40.23104,8.3702,seasons
1634,-0.83531374,4.162058,via
1635,7.3102903,54.683727,carry
1636,-13.526889,-20.18077,boys
1637,60.24678,29.842445,facing
1638,32.453396,5.9418354,learned
1639,-23.977062,-4.202862,hotel
1640,13.144755,39.01886,produced
1641,27.521603,-39.981476,Google
1642,21.41695,23.424694,seeing
1643,-7.0861697,-3.0326335,seat
1644,13.168397,39.11983,produce
1645,-23.378166,3.6176655,millions
1646,-10.574379,0.01806405,box
1647,22.332865,-14.122061,decisions
1648,-22.578331,-14.462052,coverage
1649,24.691793,-6.5589066,voice
1650,35.513493,-17.39312,rule
1651,28.855911,-9.806432,respect
1652,-50.269352,-34.478172,World_Cup
1653,43.00421,-39.819435,cancer
1654,23.307262,31.893915,shown
1655,-25.73058,45.401367,fired
1656,-48.161804,10.51645,decades
1657,16.701597,0.3982321,reasons
1658,-8.686132,-16.808031,tonight
1659,-53.68517,2.0257766,Aug.
1660,30.686777,-7.429825,commitment
1661,0.28054306,21.234964,alleged
1662,-8.8069725,-5.1643295,competitive
1663,-28.837006,25.793467,rebounds
1664,-58.454227,-14.130441,Miller
1665,-11.672265,-23.27884,individuals
1666,19.967728,13.118378,thinking
1667,8.748007,33.824604,established
1668,-12.514837,-1.6680815,books
1669,14.33333,-19.698225,approval
1670,14.442826,41.117157,deliver
1671,20.176859,56.057884,remained
1672,-38.868214,21.50858,guard
1673,10.319146,-37.82782,Service
1674,12.592986,-2.6922374,God
1675,10.424998,-33.45785,infrastructure
1676,-4.01815,-14.612188,appeal
1677,18.608444,-32.10979,digital
1678,15.909506,-29.17883,Web
1679,28.172693,20.714092,ordered
1680,-13.824535,-24.598185,citizens
1681,5.1350746,-26.194769,Research
1682,20.81262,-12.1248865,speech
1683,0.6377271,39.2166,push
1684,21.425076,-0.56755775,highly
1685,-37.233974,-52.2167,Army
1686,-8.304826,35.146896,decline
1687,-40.151722,-2.1918406,holiday
1688,30.175467,-12.918452,self
1689,-20.413267,16.558733,Three
1690,-6.516966,-12.852368,accident
1691,21.80371,-24.407854,radio
1692,34.252396,21.943678,require
